week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                March 7, 2020
                ";49;Rising;+4;Make Me Want To;Jimmie Allen;53;49;9
"
                March 7, 2020
                ";50;Failing;-27;Numbers;A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track;23;23;2
"
                March 7, 2020
                ";51;Rising;+3;Blueberry Faygo;Lil Mosey;54;51;3
"
                March 7, 2020
                ";52;Rising;+3;Slide;H.E.R. Featuring YG;55;52;10
"
                March 7, 2020
                ";53;Failing;-6;Tusa;Karol G & Nicki Minaj;47;42;13
"
                March 7, 2020
                ";54;Failing;-38;No Time To Die;Billie Eilish;16;16;2
"
                March 7, 2020
                ";55;Failing;-3;Juicy;Doja Cat & Tyga;52;41;18
"
                March 7, 2020
                ";56;Rising;+1;BEST ON EARTH;Russ & BIA;57;52;12
"
                March 7, 2020
                ";57;Rising;+4;Heart On Ice;Rod Wave;61;54;16
"
                March 7, 2020
                ";58;New;-;Fine By Time;YoungBoy Never Broke Again;-;58;1
"
                March 7, 2020
                ";59;New;-;Bad Bad;YoungBoy Never Broke Again;-;59;1
"
                March 7, 2020
                ";60;New;-;Knocked Off;YoungBoy Never Broke Again;-;60;1
"
                March 7, 2020
                ";61;Failing;-15;To Die For;Sam Smith;46;46;2
"
                March 7, 2020
                ";62;Rising;+7;We Back;Jason Aldean;69;62;13
"
                March 7, 2020
                ";63;Failing;-3;Go Stupid;Polo G Featuring NLE Choppa & Stunna 4 Vegas;60;60;2
"
                March 7, 2020
                ";64;Steady;-;What She Wants Tonight;Luke Bryan;64;64;10
"
                March 7, 2020
                ";65;Failing;-2;Nobody But You;Blake Shelton Duet With Gwen Stefani;63;43;7
"
                March 7, 2020
                ";66;Failing;-10;Suicidal;YNW Melly & Juice WRLD;56;34;14
"
                March 7, 2020
                ";67;Rising;+4;Chasin' You;Morgan Wallen;71;67;5
"
                March 7, 2020
                ";68;Failing;-1;I Wish Grandpas Never Died;Riley Green;67;66;9
"
                March 7, 2020
                ";69;Failing;-1;Out West;JACKBOYS Featuring Young Thug;68;38;9
"
                March 7, 2020
                ";70;Steady;-;More Hearts Than Mine;Ingrid Andress;70;67;9
"
                March 7, 2020
                ";71;New;-;Moral Of The Story;Ashe;-;71;1
"
                March 7, 2020
                ";72;Rising;+2;Homemade;Jake Owen;74;72;5
"
                March 7, 2020
                ";73;Failing;-1;Slow Dance In A Parking Lot;Jordan Davis;72;72;8
"
                March 7, 2020
                ";74;Failing;-50;Forever;Justin Bieber Featuring Post Malone & Clever;24;24;2
"
                March 7, 2020
                ";75;Failing;-10;I Hope You're Happy Now;Carly Pearce & Lee Brice;65;65;8
"
                March 7, 2020
                ";76;Rising;+2;Know Your Worth;Khalid x Disclosure;78;57;3
"
                March 7, 2020
                ";77;Rising;+7;Whats Poppin;Jack Harlow;84;77;3
"
                March 7, 2020
                ";78;Rising;+14;Dive Bar;Garth Brooks & Blake Shelton;92;78;5
"
                March 7, 2020
                ";79;Rising;+3;Make No Sense;YoungBoy Never Broke Again;82;57;16
"
                March 7, 2020
                ";80;New;-;RIP Lil Phat;YoungBoy Never Broke Again;-;80;1
"
                March 7, 2020
                ";81;Rising;+6;Catch;Brett Young;87;81;5
"
                March 7, 2020
                ";82;Failing;-6;Before You Go;Lewis Capaldi;76;71;5
"
                March 7, 2020
                ";83;Failing;-8;TOES;DaBaby Featuring Lil Baby & Moneybagg Yo;75;28;13
"
                March 7, 2020
                ";84;New;-;My Time;BTS;-;84;1
"
                March 7, 2020
                ";85;New;-;Long RD;YoungBoy Never Broke Again;-;85;1
"
                March 7, 2020
                ";86;Failing;-27;South Of The Border;Ed Sheeran Featuring Camila Cabello & Cardi B;59;49;12
"
                March 7, 2020
                ";87;New;-;Filter;BTS;-;87;1
"
                March 7, 2020
                ";88;Rising;+11;P*$$y Fairy (OTW);Jhene Aiko;99;55;6
"
                March 7, 2020
                ";89;New;-;Bat Man;YoungBoy Never Broke Again;-;89;1
"
                March 7, 2020
                ";90;Failing;-1;homecoming queen?;Kelsea Ballerini;89;76;12
"
                March 7, 2020
                ";91;Failing;-8;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;83;73;8
"
                March 7, 2020
                ";92;Re-Enter;-;The Man;Taylor Swift;-;23;4
"
                March 7, 2020
                ";93;New;-;Shake The Room;Pop Smoke Featuring Quavo;-;93;1
"
                March 7, 2020
                ";94;Failing;-4;Rare;Selena Gomez;90;30;7
"
                March 7, 2020
                ";95;Failing;-1;Come Thru;Summer Walker & Usher;94;42;11
"
                March 7, 2020
                ";96;Failing;-11;Ridin' Roads;Dustin Lynch;85;47;17
"
                March 7, 2020
                ";97;Failing;-39;Me And My Guitar;A Boogie Wit da Hoodie;58;58;2
"
                March 7, 2020
                ";98;New;-;Feel Me;Selena Gomez;-;98;1
"
                March 7, 2020
                ";99;Failing;-3;Vete;Bad Bunny;96;33;13
"
                March 7, 2020
                ";100;Failing;-7;SUGAR;BrockHampton;93;66;8
"
                March 14, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;13
"
                March 14, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;8
"
                March 14, 2020
                ";3;Rising;+2;Don't Start Now;Dua Lipa;5;3;18
"
                March 14, 2020
                ";4;Failing;-1;Circles;Post Malone;3;1;27
"
                March 14, 2020
                ";5;New;-;Stupid Love;Lady Gaga;-;5;1
"
                March 14, 2020
                ";6;Steady;-;Roxanne;Arizona Zervas;6;4;18
"
                March 14, 2020
                ";7;Rising;+1;Blinding Lights;The Weeknd;8;7;14
"
                March 14, 2020
                ";8;Failing;-1;Dance Monkey;Tones And I;7;4;22
"
                March 14, 2020
                ";9;Steady;-;Memories;Maroon 5;9;2;24
"
                March 14, 2020
                ";10;Rising;+1;Intentions;Justin Bieber Featuring Quavo;11;9;4
"
                March 14, 2020
                ";11;Failing;-1;Someone You Loved;Lewis Capaldi;10;1;43
"
                March 14, 2020
                ";12;Steady;-;Everything I Wanted;Billie Eilish;12;8;17
"
                March 14, 2020
                ";13;Rising;+1;Hot Girl Bummer;blackbear;14;13;25
"
                March 14, 2020
                ";14;Rising;+1;Adore You;Harry Styles;15;14;13
"
                March 14, 2020
                ";15;Rising;+9;Woah;Lil Baby;24;15;17
"
                March 14, 2020
                ";16;Rising;+17;Say So;Doja Cat Featuring Nicki Minaj;33;16;9
"
                March 14, 2020
                ";17;Failing;-4;Heartless;The Weeknd;13;1;15
"
                March 14, 2020
                ";18;New;-;Heatin Up;Lil Baby & Gunna;-;18;1
"
                March 14, 2020
                ";19;Steady;-;The Bones;Maren Morris;19;18;24
"
                March 14, 2020
                ";20;Failing;-4;10,000 Hours;Dan + Shay & Justin Bieber;16;4;22
"
                March 14, 2020
                ";21;New;-;That Way;Lil Uzi Vert;-;21;1
"
                March 14, 2020
                ";22;Failing;-5;Ballin';Mustard & Roddy Ricch;17;11;33
"
                March 14, 2020
                ";23;New;-;Commercial;Lil Baby Featuring Lil Uzi Vert;-;23;1
"
                March 14, 2020
                ";24;Failing;-6;BOP;DaBaby;18;11;23
"
                March 14, 2020
                ";25;Failing;-3;My Oh My;Camila Cabello Featuring DaBaby;22;22;13
"
                March 14, 2020
                ";26;Rising;+20;Sum 2 Prove;Lil Baby;46;16;8
"
                March 14, 2020
                ";27;Failing;-6;Lose You To Love Me;Selena Gomez;21;1;20
"
                March 14, 2020
                ";28;New;-;Live Off My Closet;Lil Baby Featuring Future;-;28;1
"
                March 14, 2020
                ";29;Failing;-3;You Should Be Sad;Halsey;26;26;8
"
                March 14, 2020
                ";30;Failing;-5;High Fashion;Roddy Ricch Featuring Mustard;25;20;10
"
                March 14, 2020
                ";31;New;-;Emotionally Scarred;Lil Baby;-;31;1
"
                March 14, 2020
                ";32;New;-;Si Veo A Tu Mama;Bad Bunny;-;32;1
"
                March 14, 2020
                ";33;New;-;La Dificil;Bad Bunny;-;33;1
"
                March 14, 2020
                ";34;Failing;-5;Falling;Trevor Daniel;29;25;16
"
                March 14, 2020
                ";35;Failing;-8;Good As Hell;Lizzo;27;3;28
"
                March 14, 2020
                ";36;Rising;+63;Vete;Bad Bunny;99;33;14
"
                March 14, 2020
                ";37;Failing;-6;No Guidance;Chris Brown Featuring Drake;31;5;39
"
                March 14, 2020
                ";38;New;-;PTSD;G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert;-;38;1
"
                March 14, 2020
                ";39;Steady;-;Homesick;Kane Brown;39;39;16
"
                March 14, 2020
                ";40;Failing;-17;Yummy;Justin Bieber;23;2;9
"
                March 14, 2020
                ";41;Failing;-9;What A Man Gotta Do;Jonas Brothers;32;16;7
"
                March 14, 2020
                ";42;Failing;-5;Godzilla;Eminem Featuring Juice WRLD;37;3;7
"
                March 14, 2020
                ";43;Failing;-8;Senorita;Shawn Mendes & Camila Cabello;35;1;37
"
                March 14, 2020
                ";44;Failing;-6;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;38;36;15
"
                March 14, 2020
                ";45;Failing;-9;Bad Guy;Billie Eilish;36;1;49
"
                March 14, 2020
                ";46;Failing;-12;Kinfolks;Sam Hunt;34;34;21
"
                March 14, 2020
                ";47;Failing;-17;Dior;Pop Smoke;30;30;3
"
                March 14, 2020
                ";48;New;-;Grace;Lil Baby & 42 Dugg;-;48;1
"
                March 14, 2020
                ";49;Re-Enter;-;Ignorantes;Bad Bunny & Sech;-;49;2
"
                March 14, 2020
                ";50;Failing;-8;One Man Band;Old Dominion;42;20;28
"
                March 14, 2020
                ";51;Failing;-6;I Hope;Gabby Barrett;45;44;10
"
                March 14, 2020
                ";52;Failing;-1;Blueberry Faygo;Lil Mosey;51;51;4
"
                March 14, 2020
                ";53;New;-;La Santa;Bad Bunny X Daddy Yankee;-;53;1
"
                March 14, 2020
                ";54;New;-;Get Ugly;Lil Baby;-;54;1
"
                March 14, 2020
                ";55;Rising;+2;Heart On Ice;Rod Wave;57;54;17
"
                March 14, 2020
                ";56;Failing;-4;Slide;H.E.R. Featuring YG;52;52;11
"
                March 14, 2020
                ";57;Failing;-2;Juicy;Doja Cat & Tyga;55;41;19
"
                March 14, 2020
                ";58;New;-;No Sucker;Lil Baby & Moneybagg Yo;-;58;1
"
                March 14, 2020
                ";59;New;-;How;Lil Baby;-;59;1
"
                March 14, 2020
                ";60;Failing;-4;BEST ON EARTH;Russ & BIA;56;52;13
"
                March 14, 2020
                ";61;New;-;The Other Side;SZA X Justin Timberlake;-;61;1
"
                March 14, 2020
                ";62;Failing;-9;Tusa;Karol G & Nicki Minaj;53;42;14
"
                March 14, 2020
                ";63;New;-;Pero Ya No;Bad Bunny;-;63;1
"
                March 14, 2020
                ";64;New;-;Forever;Lil Baby Featuring Lil Wayne;-;64;1
"
                March 14, 2020
                ";65;Failing;-2;Go Stupid;Polo G Featuring NLE Choppa & Stunna 4 Vegas;63;60;3
"
                March 14, 2020
                ";66;Failing;-46;After Hours;The Weeknd;20;20;3
"
                March 14, 2020
                ";67;Failing;-2;Nobody But You;Blake Shelton Duet With Gwen Stefani;65;43;8
"
                March 14, 2020
                ";68;Failing;-64;ON;BTS;4;4;2
"
                March 14, 2020
                ";69;New;-;Yo Perreo Sola;Bad Bunny;-;69;1
"
                March 14, 2020
                ";70;Rising;+2;Homemade;Jake Owen;72;70;6
"
                March 14, 2020
                ";71;Failing;-4;Chasin' You;Morgan Wallen;67;67;6
"
                March 14, 2020
                ";72;Failing;-8;What She Wants Tonight;Luke Bryan;64;64;11
"
                March 14, 2020
                ";73;Failing;-45;Lil Top;YoungBoy Never Broke Again;28;28;2
"
                March 14, 2020
                ";74;Rising;+3;Whats Poppin;Jack Harlow;77;74;4
"
                March 14, 2020
                ";75;Failing;-2;Slow Dance In A Parking Lot;Jordan Davis;73;72;9
"
                March 14, 2020
                ";76;Failing;-26;Numbers;A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track;50;23;3
"
                March 14, 2020
                ";77;Failing;-7;More Hearts Than Mine;Ingrid Andress;70;67;10
"
                March 14, 2020
                ";78;New;-;Same Thing;Lil Baby;-;78;1
"
                March 14, 2020
                ";79;Failing;-17;We Back;Jason Aldean;62;62;14
"
                March 14, 2020
                ";80;Failing;-31;Make Me Want To;Jimmie Allen;49;49;10
"
                March 14, 2020
                ";81;New;-;Safaera;Bad Bunny, Jowell & Randy & Nengo Flow;-;81;1
"
                March 14, 2020
                ";82;Failing;-11;Moral Of The Story;Ashe;71;71;2
"
                March 14, 2020
                ";83;Failing;-15;I Wish Grandpas Never Died;Riley Green;68;66;10
"
                March 14, 2020
                ";84;Failing;-23;To Die For;Sam Smith;61;46;3
"
                March 14, 2020
                ";85;Rising;+7;The Man;Taylor Swift;92;23;5
"
                March 14, 2020
                ";86;Failing;-10;Know Your Worth;Khalid x Disclosure;76;57;4
"
                March 14, 2020
                ";87;Failing;-6;Catch;Brett Young;81;81;6
"
                March 14, 2020
                ";88;Failing;-13;I Hope You're Happy Now;Carly Pearce & Lee Brice;75;65;9
"
                March 14, 2020
                ";89;New;-;Bichiyal;Bad Bunny & Yaviah;-;89;1
"
                March 14, 2020
                ";90;Failing;-21;Out West;JACKBOYS Featuring Young Thug;69;38;10
"
                March 14, 2020
                ";91;New;-;We Should;Lil Baby & Young Thug;-;91;1
"
                March 14, 2020
                ";92;Failing;-13;Make No Sense;YoungBoy Never Broke Again;79;57;17
"
                March 14, 2020
                ";93;Failing;-27;Suicidal;YNW Melly & Juice WRLD;66;34;15
"
                March 14, 2020
                ";94;New;-;Solia;Bad Bunny;-;94;1
"
                March 14, 2020
                ";95;Failing;-13;Before You Go;Lewis Capaldi;82;71;6
"
                March 14, 2020
                ";96;Failing;-42;No Time To Die;Billie Eilish;54;16;3
"
                March 14, 2020
                ";97;New;-;Esta Cabron Ser Yo;Bad Bunny X Anuel AA;-;97;1
"
                March 14, 2020
                ";98;New;-;Sunday Best;Surfaces;-;98;1
"
                March 14, 2020
                ";99;New;-;Can't Explain;Lil Baby;-;99;1
"
                March 14, 2020
                ";100;Failing;-12;P*$$y Fairy (OTW);Jhene Aiko;88;55;7
"
                March 21, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;14
"
                March 21, 2020
                ";2;Rising;+1;Don't Start Now;Dua Lipa;3;2;19
"
                March 21, 2020
                ";3;Failing;-1;Life Is Good;Future Featuring Drake;2;2;9
"
                March 21, 2020
                ";4;Rising;+3;Blinding Lights;The Weeknd;7;4;15
"
                March 21, 2020
                ";5;Failing;-1;Circles;Post Malone;4;1;28
"
                March 21, 2020
                ";6;New;-;Baby Pluto;Lil Uzi Vert;-;6;1
"
                March 21, 2020
                ";7;Failing;-1;Roxanne;Arizona Zervas;6;4;19
"
                March 21, 2020
                ";8;New;-;Lo Mein;Lil Uzi Vert;-;8;1
"
                March 21, 2020
                ";9;New;-;Silly Watch;Lil Uzi Vert;-;9;1
"
                March 21, 2020
                ";10;Steady;-;Intentions;Justin Bieber Featuring Quavo;10;9;5
"
                March 21, 2020
                ";11;New;-;P2;Lil Uzi Vert;-;11;1
"
                March 21, 2020
                ";12;Failing;-4;Dance Monkey;Tones And I;8;4;23
"
                March 21, 2020
                ";13;Failing;-4;Memories;Maroon 5;9;2;25
"
                March 21, 2020
                ";14;Failing;-2;Everything I Wanted;Billie Eilish;12;8;18
"
                March 21, 2020
                ";15;Failing;-4;Someone You Loved;Lewis Capaldi;11;1;44
"
                March 21, 2020
                ";16;Failing;-2;Adore You;Harry Styles;14;14;14
"
                March 21, 2020
                ";17;Failing;-4;Hot Girl Bummer;blackbear;13;13;26
"
                March 21, 2020
                ";18;New;-;I Love Me;Demi Lovato;-;18;1
"
                March 21, 2020
                ";19;Failing;-3;Say So;Doja Cat Featuring Nicki Minaj;16;16;10
"
                March 21, 2020
                ";20;Rising;+1;That Way;Lil Uzi Vert;21;20;2
"
                March 21, 2020
                ";21;Failing;-4;Heartless;The Weeknd;17;1;16
"
                March 21, 2020
                ";22;New;-;Homecoming;Lil Uzi Vert;-;22;1
"
                March 21, 2020
                ";23;Failing;-4;The Bones;Maren Morris;19;18;25
"
                March 21, 2020
                ";24;New;-;B.S.;Jhene Aiko Featuring H.E.R.;-;24;1
"
                March 21, 2020
                ";25;New;-;Prices;Lil Uzi Vert;-;25;1
"
                March 21, 2020
                ";26;Failing;-1;My Oh My;Camila Cabello Featuring DaBaby;25;22;14
"
                March 21, 2020
                ";27;Failing;-7;10,000 Hours;Dan + Shay & Justin Bieber;20;4;23
"
                March 21, 2020
                ";28;New;-;POP;Lil Uzi Vert;-;28;1
"
                March 21, 2020
                ";29;Failing;-7;Ballin';Mustard & Roddy Ricch;22;11;34
"
                March 21, 2020
                ";30;Failing;-25;Stupid Love;Lady Gaga;5;5;2
"
                March 21, 2020
                ";31;Failing;-16;Woah;Lil Baby;15;15;18
"
                March 21, 2020
                ";32;Rising;+10;Godzilla;Eminem Featuring Juice WRLD;42;3;8
"
                March 21, 2020
                ";33;New;-;Bigger Than Life;Lil Uzi Vert;-;33;1
"
                March 21, 2020
                ";34;New;-;Celebration Station;Lil Uzi Vert;-;34;1
"
                March 21, 2020
                ";35;Failing;-11;BOP;DaBaby;24;11;24
"
                March 21, 2020
                ";36;New;-;You Better Move;Lil Uzi Vert;-;36;1
"
                March 21, 2020
                ";37;New;-;I'm Sorry;Lil Uzi Vert;-;37;1
"
                March 21, 2020
                ";38;Failing;-11;Lose You To Love Me;Selena Gomez;27;1;21
"
                March 21, 2020
                ";39;New;-;Venetia;Lil Uzi Vert;-;39;1
"
                March 21, 2020
                ";40;Rising;+60;P*$$y Fairy (OTW);Jhene Aiko;100;40;8
"
                March 21, 2020
                ";41;Failing;-12;You Should Be Sad;Halsey;29;26;9
"
                March 21, 2020
                ";42;Failing;-8;Falling;Trevor Daniel;34;25;17
"
                March 21, 2020
                ";43;Failing;-13;High Fashion;Roddy Ricch Featuring Mustard;30;20;11
"
                March 21, 2020
                ";44;Failing;-5;Homesick;Kane Brown;39;39;17
"
                March 21, 2020
                ";45;New;-;Chrome Heart Tags;Lil Uzi Vert;-;45;1
"
                March 21, 2020
                ";46;Failing;-9;No Guidance;Chris Brown Featuring Drake;37;5;40
"
                March 21, 2020
                ";47;Failing;-3;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;44;36;16
"
                March 21, 2020
                ";48;Re-Enter;-;Futsal Shuffle 2020;Lil Uzi Vert;-;5;10
"
                March 21, 2020
                ";49;Failing;-14;Good As Hell;Lizzo;35;3;29
"
                March 21, 2020
                ";50;Rising;+1;I Hope;Gabby Barrett;51;44;11
"
                March 21, 2020
                ";51;New;-;Bust Me;Lil Uzi Vert;-;51;1
"
                March 21, 2020
                ";52;Failing;-26;Sum 2 Prove;Lil Baby;26;16;9
"
                March 21, 2020
                ";53;Failing;-1;Blueberry Faygo;Lil Mosey;52;51;5
"
                March 21, 2020
                ";54;Failing;-21;La Dificil;Bad Bunny;33;33;2
"
                March 21, 2020
                ";55;Failing;-8;Dior;Pop Smoke;47;30;4
"
                March 21, 2020
                ";56;Failing;-24;Si Veo A Tu Mama;Bad Bunny;32;32;2
"
                March 21, 2020
                ";57;Failing;-39;Heatin Up;Lil Baby & Gunna;18;18;2
"
                March 21, 2020
                ";58;Failing;-3;Heart On Ice;Rod Wave;55;54;18
"
                March 21, 2020
                ";59;Re-Enter;-;B.I.T.C.H.;Megan Thee Stallion;-;31;5
"
                March 21, 2020
                ";60;Rising;+10;Homemade;Jake Owen;70;60;7
"
                March 21, 2020
                ";61;Failing;-5;Slide;H.E.R. Featuring YG;56;52;12
"
                March 21, 2020
                ";62;Failing;-2;BEST ON EARTH;Russ & BIA;60;52;14
"
                March 21, 2020
                ";63;Failing;-22;What A Man Gotta Do;Jonas Brothers;41;16;8
"
                March 21, 2020
                ";64;Failing;-33;Emotionally Scarred;Lil Baby;31;31;2
"
                March 21, 2020
                ";65;New;-;Happiness Over Everything (H.O.E.);Jhene Aiko Featuring Future & Miguel;-;65;1
"
                March 21, 2020
                ";66;Failing;-30;Vete;Bad Bunny;36;33;15
"
                March 21, 2020
                ";67;Failing;-27;Yummy;Justin Bieber;40;2;10
"
                March 21, 2020
                ";68;Failing;-45;Commercial;Lil Baby Featuring Lil Uzi Vert;23;23;2
"
                March 21, 2020
                ";69;Failing;-2;Nobody But You;Blake Shelton Duet With Gwen Stefani;67;43;9
"
                March 21, 2020
                ";70;Rising;+1;Chasin' You;Morgan Wallen;71;67;7
"
                March 21, 2020
                ";71;Failing;-14;Juicy;Doja Cat & Tyga;57;41;20
"
                March 21, 2020
                ";72;New;-;Secure The Bag;Lil Uzi Vert;-;72;1
"
                March 21, 2020
                ";73;Rising;+1;Whats Poppin;Jack Harlow;74;73;5
"
                March 21, 2020
                ";74;New;-;Captain Hook;Megan Thee Stallion;-;74;1
"
                March 21, 2020
                ";75;Failing;-13;Tusa;Karol G & Nicki Minaj;62;42;15
"
                March 21, 2020
                ";76;New;-;Urgency;Lil Uzi Vert Featuring Syd;-;76;1
"
                March 21, 2020
                ";77;Failing;-2;Slow Dance In A Parking Lot;Jordan Davis;75;72;10
"
                March 21, 2020
                ";78;Failing;-6;What She Wants Tonight;Luke Bryan;72;64;12
"
                March 21, 2020
                ";79;New;-;SkyBox;Gunna;-;79;1
"
                March 21, 2020
                ";80;Failing;-19;The Other Side;SZA X Justin Timberlake;61;61;2
"
                March 21, 2020
                ";81;Failing;-2;We Back;Jason Aldean;79;62;15
"
                March 21, 2020
                ";82;Rising;+1;I Wish Grandpas Never Died;Riley Green;83;66;11
"
                March 21, 2020
                ";83;Failing;-34;Ignorantes;Bad Bunny & Sech;49;49;3
"
                March 21, 2020
                ";84;Failing;-3;Safaera;Bad Bunny, Jowell & Randy & Nengo Flow;81;81;2
"
                March 21, 2020
                ";85;Failing;-8;More Hearts Than Mine;Ingrid Andress;77;67;11
"
                March 21, 2020
                ";86;Rising;+1;Catch;Brett Young;87;81;7
"
                March 21, 2020
                ";87;Re-Enter;-;Triggered;Jhene Aiko;-;51;4
"
                March 21, 2020
                ";88;Failing;-50;PTSD;G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert;38;38;2
"
                March 21, 2020
                ";89;New;-;Oprah's Bank Account;Lil Yachty, Drake & DaBaby;-;89;1
"
                March 21, 2020
                ";90;Failing;-25;Go Stupid;Polo G Featuring NLE Choppa & Stunna 4 Vegas;65;60;4
"
                March 21, 2020
                ";91;Failing;-3;I Hope You're Happy Now;Carly Pearce & Lee Brice;88;65;10
"
                March 21, 2020
                ";92;Failing;-39;La Santa;Bad Bunny X Daddy Yankee;53;53;2
"
                March 21, 2020
                ";93;Re-Enter;-;None Of Your Concern;Jhene Aiko Featuring Big Sean;-;55;3
"
                March 21, 2020
                ";94;Failing;-8;Know Your Worth;Khalid x Disclosure;86;57;5
"
                March 21, 2020
                ";95;Re-Enter;-;SUGAR;BrockHampton;-;66;9
"
                March 21, 2020
                ";96;Failing;-12;To Die For;Sam Smith;84;46;4
"
                March 21, 2020
                ";97;Failing;-28;Yo Perreo Sola;Bad Bunny;69;69;2
"
                March 21, 2020
                ";98;Failing;-50;Grace;Lil Baby & 42 Dugg;48;48;2
"
                March 21, 2020
                ";99;Failing;-1;Sunday Best;Surfaces;98;98;2
"
                March 21, 2020
                ";100;Failing;-34;After Hours;The Weeknd;66;20;4
"
                March 28, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;15
"
                March 28, 2020
                ";2;Rising;+2;Blinding Lights;The Weeknd;4;2;16
"
                March 28, 2020
                ";3;Failing;-1;Don't Start Now;Dua Lipa;2;2;20
"
                March 28, 2020
                ";4;Failing;-1;Life Is Good;Future Featuring Drake;3;2;10
"
                March 28, 2020
                ";5;Steady;-;Circles;Post Malone;5;1;29
"
                March 28, 2020
                ";6;Rising;+1;Roxanne;Arizona Zervas;7;4;20
"
                March 28, 2020
                ";7;Rising;+9;Adore You;Harry Styles;16;7;15
"
                March 28, 2020
                ";8;Rising;+2;Intentions;Justin Bieber Featuring Quavo;10;8;6
"
                March 28, 2020
                ";9;Rising;+6;Someone You Loved;Lewis Capaldi;15;1;45
"
                March 28, 2020
                ";10;Rising;+4;Everything I Wanted;Billie Eilish;14;8;19
"
                March 28, 2020
                ";11;Rising;+6;Hot Girl Bummer;blackbear;17;11;27
"
                March 28, 2020
                ";12;Rising;+1;Memories;Maroon 5;13;2;26
"
                March 28, 2020
                ";13;New;-;Myron;Lil Uzi Vert;-;13;1
"
                March 28, 2020
                ";14;Rising;+5;Say So;Doja Cat Featuring Nicki Minaj;19;14;11
"
                March 28, 2020
                ";15;Failing;-3;Dance Monkey;Tones And I;12;4;24
"
                March 28, 2020
                ";16;Rising;+5;Heartless;The Weeknd;21;1;17
"
                March 28, 2020
                ";17;Rising;+6;The Bones;Maren Morris;23;17;26
"
                March 28, 2020
                ";18;Rising;+8;My Oh My;Camila Cabello Featuring DaBaby;26;18;15
"
                March 28, 2020
                ";19;New;-;Bean (Kobe);Lil Uzi Vert Featuring Chief Keef;-;19;1
"
                March 28, 2020
                ";20;Re-Enter;-;Suicidal;YNW Melly & Juice WRLD;-;20;16
"
                March 28, 2020
                ";21;Rising;+8;Ballin';Mustard & Roddy Ricch;29;11;35
"
                March 28, 2020
                ";22;Rising;+5;10,000 Hours;Dan + Shay & Justin Bieber;27;4;24
"
                March 28, 2020
                ";23;Rising;+9;Godzilla;Eminem Featuring Juice WRLD;32;3;9
"
                March 28, 2020
                ";24;Rising;+11;BOP;DaBaby;35;11;25
"
                March 28, 2020
                ";25;Rising;+5;Stupid Love;Lady Gaga;30;5;3
"
                March 28, 2020
                ";26;New;-;Yessirskiii;Lil Uzi Vert & 21 Savage;-;26;1
"
                March 28, 2020
                ";27;Failing;-21;Baby Pluto;Lil Uzi Vert;6;6;2
"
                March 28, 2020
                ";28;Rising;+3;Woah;Lil Baby;31;15;19
"
                March 28, 2020
                ";29;Rising;+13;Falling;Trevor Daniel;42;25;18
"
                March 28, 2020
                ";30;Rising;+17;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;47;30;17
"
                March 28, 2020
                ";31;Rising;+7;Lose You To Love Me;Selena Gomez;38;1;22
"
                March 28, 2020
                ";32;Rising;+14;No Guidance;Chris Brown Featuring Drake;46;5;41
"
                March 28, 2020
                ";33;Rising;+10;High Fashion;Roddy Ricch Featuring Mustard;43;20;12
"
                March 28, 2020
                ";34;Rising;+7;You Should Be Sad;Halsey;41;26;10
"
                March 28, 2020
                ";35;Rising;+9;Homesick;Kane Brown;44;35;18
"
                March 28, 2020
                ";36;Rising;+14;I Hope;Gabby Barrett;50;36;12
"
                March 28, 2020
                ";37;Failing;-26;P2;Lil Uzi Vert;11;11;2
"
                March 28, 2020
                ";38;Rising;+15;Blueberry Faygo;Lil Mosey;53;38;6
"
                March 28, 2020
                ";39;Rising;+21;Homemade;Jake Owen;60;39;8
"
                March 28, 2020
                ";40;Rising;+18;Heart On Ice;Rod Wave;58;40;19
"
                March 28, 2020
                ";41;Failing;-21;That Way;Lil Uzi Vert;20;20;3
"
                March 28, 2020
                ";42;Failing;-34;Lo Mein;Lil Uzi Vert;8;8;2
"
                March 28, 2020
                ";43;Failing;-25;I Love Me;Demi Lovato;18;18;2
"
                March 28, 2020
                ";44;Rising;+5;Good As Hell;Lizzo;49;3;30
"
                March 28, 2020
                ";45;New;-;Lotus;Lil Uzi Vert;-;45;1
"
                March 28, 2020
                ";46;Rising;+16;BEST ON EARTH;Russ & BIA;62;46;15
"
                March 28, 2020
                ";47;Rising;+14;Slide;H.E.R. Featuring YG;61;47;13
"
                March 28, 2020
                ";48;Rising;+25;Whats Poppin;Jack Harlow;73;48;6
