week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                May 2, 2020
                ";83;Failing;-11;Be A Light;Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban;72;71;3
"
                May 2, 2020
                ";84;Failing;-2;Emotionally Scarred;Lil Baby;82;31;8
"
                May 2, 2020
                ";85;New;-;CHAMPION;DaBaby;-;85;1
"
                May 2, 2020
                ";86;New;-;I Dare You;Kelly Clarkson;-;86;1
"
                May 2, 2020
                ";87;Failing;-8;Here And Now;Kenny Chesney;79;79;3
"
                May 2, 2020
                ";88;Failing;-14;Myron;Lil Uzi Vert;74;13;6
"
                May 2, 2020
                ";89;Rising;+4;In Between;Scotty McCreery;93;89;2
"
                May 2, 2020
                ";90;Failing;-26;Broke In A Minute;Tory Lanez;64;64;2
"
                May 2, 2020
                ";91;Failing;-8;That Way;Lil Uzi Vert;83;20;8
"
                May 2, 2020
                ";92;New;-;After Party;Don Toliver;-;92;1
"
                May 2, 2020
                ";93;Failing;-8;July;Noah Cyrus & Leon Bridges;85;85;8
"
                May 2, 2020
                ";94;Failing;-14;Die From A Broken Heart;Maddie & Tae;80;80;2
"
                May 2, 2020
                ";95;Rising;+1;Ride It.;Regard;96;95;2
"
                May 2, 2020
                ";96;Failing;-1;Captain Hook;Megan Thee Stallion;95;74;3
"
                May 2, 2020
                ";97;New;-;God Whispered Your Name;Keith Urban;-;97;1
"
                May 2, 2020
                ";98;Failing;-8;PTSD;G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert;90;38;4
"
                May 2, 2020
                ";99;Failing;-13;Safaera;Bad Bunny, Jowell & Randy & Nengo Flow;86;81;6
"
                May 2, 2020
                ";100;Failing;-2;Girl Of My Dreams;Rod Wave;98;98;2
"
                May 9, 2020
                ";1;New;-;The Scotts;THE SCOTTS, Travis Scott & Kid Cudi;-;1;1
"
                May 9, 2020
                ";2;Failing;-1;Blinding Lights;The Weeknd;1;1;22
"
                May 9, 2020
                ";3;Failing;-1;Toosie Slide;Drake;2;1;4
"
                May 9, 2020
                ";4;Rising;+10;Savage;Megan Thee Stallion Featuring Beyonce;14;4;7
"
                May 9, 2020
                ";5;Failing;-2;The Box;Roddy Ricch;3;1;21
"
                May 9, 2020
                ";6;Failing;-1;Say So;Doja Cat Featuring Nicki Minaj;5;5;17
"
                May 9, 2020
                ";7;Failing;-3;Don't Start Now;Dua Lipa;4;2;26
"
                May 9, 2020
                ";8;Failing;-2;Circles;Post Malone;6;1;35
"
                May 9, 2020
                ";9;Failing;-1;Intentions;Justin Bieber Featuring Quavo;8;8;12
"
                May 9, 2020
                ";10;Failing;-3;Adore You;Harry Styles;7;6;21
"
                May 9, 2020
                ";11;New;-;Righteous;Juice WRLD;-;11;1
"
                May 9, 2020
                ";12;Failing;-2;Life Is Good;Future Featuring Drake;10;2;16
"
                May 9, 2020
                ";13;Failing;-1;My Oh My;Camila Cabello Featuring DaBaby;12;12;21
"
                May 9, 2020
                ";14;Failing;-5;Rockstar;DaBaby Featuring Roddy Ricch;9;9;2
"
                May 9, 2020
                ";15;Failing;-2;The Bones;Maren Morris;13;12;32
"
                May 9, 2020
                ";16;Failing;-5;Everything I Wanted;Billie Eilish;11;8;25
"
                May 9, 2020
                ";17;Failing;-2;Someone You Loved;Lewis Capaldi;15;1;51
"
                May 9, 2020
                ";18;Rising;+2;Nobody But You;Blake Shelton Duet With Gwen Stefani;20;18;16
"
                May 9, 2020
                ";19;Failing;-3;I Hope;Gabby Barrett;16;16;18
"
                May 9, 2020
                ";20;Failing;-1;Blueberry Faygo;Lil Mosey;19;16;12
"
                May 9, 2020
                ";21;Failing;-3;Memories;Maroon 5;18;2;32
"
                May 9, 2020
                ";22;Failing;-1;Chasin' You;Morgan Wallen;21;21;14
"
                May 9, 2020
                ";23;Failing;-1;Roses (Imanbek Remix);SAINt JHN;22;22;6
"
                May 9, 2020
                ";24;Failing;-1;Falling;Trevor Daniel;23;22;24
"
                May 9, 2020
                ";25;Steady;-;High Fashion;Roddy Ricch Featuring Mustard;25;20;18
"
                May 9, 2020
                ";26;Rising;+1;Death Bed;Powfu Featuring beabadoobee;27;26;7
"
                May 9, 2020
                ";27;Failing;-3;Hot Girl Bummer;blackbear;24;11;33
"
                May 9, 2020
                ";28;Rising;+10;Sunday Best;Surfaces;38;28;9
"
                May 9, 2020
                ";29;Rising;+5;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;34;26;23
"
                May 9, 2020
                ";30;Rising;+10;Does To Me;Luke Combs Featuring Eric Church;40;30;7
"
                May 9, 2020
                ";31;Failing;-2;Heart On Ice;Rod Wave;29;25;25
"
                May 9, 2020
                ";32;Steady;-;Ballin';Mustard & Roddy Ricch;32;11;41
"
                May 9, 2020
                ";33;Failing;-7;Roxanne;Arizona Zervas;26;4;26
"
                May 9, 2020
                ";34;Failing;-3;Dance Monkey;Tones And I;31;4;30
"
                May 9, 2020
                ";35;Rising;+2;Whats Poppin;Jack Harlow;37;35;12
"
                May 9, 2020
                ";36;Rising;+3;Break My Heart;Dua Lipa;39;21;5
"
                May 9, 2020
                ";37;Failing;-9;Heartless;The Weeknd;28;1;23
"
                May 9, 2020
                ";38;Re-Enter;-;HIGHEST IN THE ROOM;Travis Scott;-;1;22
"
                May 9, 2020
                ";39;Rising;+8;I Hope You're Happy Now;Carly Pearce & Lee Brice;47;39;17
"
                May 9, 2020
                ";40;Rising;+11;Beer Can't Fix;Thomas Rhett Featuring Jon Pardi;51;40;7
"
                May 9, 2020
                ";41;Rising;+4;Level Of Concern;twenty one pilots;45;23;3
"
                May 9, 2020
                ";42;Steady;-;I Love Me;Demi Lovato;42;18;8
"
                May 9, 2020
                ";43;Failing;-13;More Hearts Than Mine;Ingrid Andress;30;30;18
"
                May 9, 2020
                ";44;Rising;+12;After A Few;Travis Denning;56;44;5
"
                May 9, 2020
                ";45;New;-;All In;Lil Baby;-;45;1
"
                May 9, 2020
                ";46;Failing;-5;10,000 Hours;Dan + Shay & Justin Bieber;41;4;30
"
                May 9, 2020
                ";47;Rising;+2;Hard To Forget;Sam Hunt;49;40;5
"
                May 9, 2020
                ";48;Rising;+11;Supalonely;BENEE Featuring Gus Dapperton;59;48;7
"
                May 9, 2020
                ";49;Re-Enter;-;Goosebumps;Travis Scott;-;32;35
"
                May 9, 2020
                ";50;Rising;+7;Before You Go;Lewis Capaldi;57;50;13
"
                May 9, 2020
                ";51;Rising;+4;In Your Eyes;The Weeknd;55;16;6
"
                May 9, 2020
                ";52;Rising;+2;Dior;Pop Smoke;54;30;11
"
                May 9, 2020
                ";53;Rising;+7;Sum 2 Prove;Lil Baby;60;16;16
"
                May 9, 2020
                ";54;Rising;+4;Slide;H.E.R. Featuring YG;58;43;19
"
                May 9, 2020
                ";55;Failing;-3;Catch;Brett Young;52;29;14
"
                May 9, 2020
                ";56;Rising;+9;Walk Em Down;NLE Choppa Featuring Roddy Ricch;65;56;6
"
                May 9, 2020
                ";57;Rising;+10;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;67;57;14
"
                May 9, 2020
                ";58;Failing;-41;Jump;DaBaby Featuring YoungBoy Never Broke Again;17;17;2
"
                May 9, 2020
                ";59;Rising;+18;If The World Was Ending;JP Saxe Featuring Julia Michaels;77;59;5
"
                May 9, 2020
                ";60;Rising;+12;Out West;JACKBOYS Featuring Young Thug;72;38;16
"
                May 9, 2020
                ";61;Failing;-15;Stupid Love;Lady Gaga;46;5;9
"
                May 9, 2020
                ";62;Rising;+6;Yo Perreo Sola;Bad Bunny;68;53;7
"
                May 9, 2020
                ";63;Failing;-27;I'm Ready;Sam Smith & Demi Lovato;36;36;2
"
                May 9, 2020
                ";64;Rising;+12;P*$$y Fairy (OTW);Jhene Aiko;76;40;15
"
                May 9, 2020
                ";65;New;-;Sasuke;Lil Uzi Vert;-;65;1
"
                May 9, 2020
                ";66;Steady;-;Godzilla;Eminem Featuring Juice WRLD;66;3;15
"
                May 9, 2020
                ";67;Failing;-34;Find My Way;DaBaby;33;22;4
"
                May 9, 2020
                ";68;New;-;Cool Again;Kane Brown;-;68;1
"
                May 9, 2020
                ";69;Rising;+6;Believe It;PARTYNEXTDOOR & Rihanna;75;23;5
"
                May 9, 2020
                ";70;Rising;+12;Bluebird;Miranda Lambert;82;70;4
"
                May 9, 2020
                ";71;Rising;+13;Emotionally Scarred;Lil Baby;84;31;9
"
                May 9, 2020
                ";72;Rising;+8;You Should Be Sad;Halsey;80;26;16
"
                May 9, 2020
                ";73;Rising;+14;Here And Now;Kenny Chesney;87;73;4
"
                May 9, 2020
                ";74;Rising;+4;Turks;NAV, Gunna & Travis Scott;78;17;5
"
                May 9, 2020
                ";75;Rising;+8;Be A Light;Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban;83;71;4
"
                May 9, 2020
                ";76;Failing;-3;Slow Dance In A Parking Lot;Jordan Davis;73;37;17
"
                May 9, 2020
                ";77;Rising;+2;Come Thru;Summer Walker & Usher;79;42;18
"
                May 9, 2020
                ";78;Rising;+14;After Party;Don Toliver;92;78;2
"
                May 9, 2020
                ";79;Rising;+2;Homemade;Jake Owen;81;39;14
"
                May 9, 2020
                ";80;Rising;+15;Ride It.;Regard;95;80;3
"
                May 9, 2020
                ";81;Rising;+16;God Whispered Your Name;Keith Urban;97;81;2
"
                May 9, 2020
                ";82;Rising;+7;In Between;Scotty McCreery;89;82;3
"
                May 9, 2020
                ";83;New;-;Ain't Easy;YoungBoy Never Broke Again;-;83;1
"
                May 9, 2020
                ";84;New;-;Party Girl;StaySolidRocky;-;84;1
"
                May 9, 2020
                ";85;Rising;+9;Die From A Broken Heart;Maddie & Tae;94;80;3
"
                May 9, 2020
                ";86;New;-;Diamonds;YoungBoy Never Broke Again;-;86;1
"
                May 9, 2020
                ";87;Rising;+1;Myron;Lil Uzi Vert;88;13;7
"
                May 9, 2020
                ";88;Rising;+5;July;Noah Cyrus & Leon Bridges;93;85;9
"
                May 9, 2020
                ";89;Rising;+7;Captain Hook;Megan Thee Stallion;96;74;4
"
                May 9, 2020
                ";90;New;-;Bout My Business;YoungBoy Never Broke Again Featuring Sherhonda Gaulden;-;90;1
"
                May 9, 2020
                ";91;Steady;-;That Way;Lil Uzi Vert;91;20;9
"
                May 9, 2020
                ";92;New;-;Rough Ryder;YoungBoy Never Broke Again;-;92;1
"
                May 9, 2020
                ";93;Re-Enter;-;B.S.;Jhene Aiko Featuring H.E.R.;-;24;6
"
                May 9, 2020
                ";94;Re-Enter;-;Underdog;Alicia Keys;-;69;5
"
                May 9, 2020
                ";95;Re-Enter;-;I Love My Country;Florida Georgia Line;-;81;2
"
                May 9, 2020
                ";96;Failing;-46;NASTY;DaBaby Featuring Ashanti & Megan Thee Stallion;50;50;2
"
                May 9, 2020
                ";97;New;-;Drinking Alone;Carrie Underwood;-;97;1
"
                May 9, 2020
                ";98;Steady;-;PTSD;G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert;98;38;5
"
                May 9, 2020
                ";99;New;-;Thug Of Spades;YoungBoy Never Broke Again Featuring DaBaby;-;99;1
"
                May 9, 2020
                ";100;Failing;-1;Safaera;Bad Bunny, Jowell & Randy & Nengo Flow;99;81;7
"
                May 16, 2020
                ";1;Rising;+5;Say So;Doja Cat Featuring Nicki Minaj;6;1;18
"
                May 16, 2020
                ";2;Rising;+2;Savage;Megan Thee Stallion Featuring Beyonce;4;2;8
"
                May 16, 2020
                ";3;Failing;-1;Blinding Lights;The Weeknd;2;1;23
"
                May 16, 2020
                ";4;Failing;-1;Toosie Slide;Drake;3;1;5
"
                May 16, 2020
                ";5;Steady;-;The Box;Roddy Ricch;5;1;22
"
                May 16, 2020
                ";6;Rising;+1;Don't Start Now;Dua Lipa;7;2;27
"
                May 16, 2020
                ";7;New;-;Pain 1993;Drake Featuring Playboi Carti;-;7;1
"
                May 16, 2020
                ";8;Steady;-;Circles;Post Malone;8;1;36
"
                May 16, 2020
                ";9;Rising;+5;Rockstar;DaBaby Featuring Roddy Ricch;14;9;3
"
                May 16, 2020
                ";10;Failing;-1;Intentions;Justin Bieber Featuring Quavo;9;8;13
"
                May 16, 2020
                ";11;Failing;-1;Adore You;Harry Styles;10;6;22
"
                May 16, 2020
                ";12;Failing;-11;The Scotts;THE SCOTTS, Travis Scott & Kid Cudi;1;1;2
"
                May 16, 2020
                ";13;Failing;-1;Life Is Good;Future Featuring Drake;12;2;17
"
                May 16, 2020
                ";14;New;-;Chicago Freestyle;Drake Featuring Giveon;-;14;1
"
                May 16, 2020
                ";15;Steady;-;The Bones;Maren Morris;15;12;33
"
                May 16, 2020
                ";16;Failing;-3;My Oh My;Camila Cabello Featuring DaBaby;13;12;22
"
                May 16, 2020
                ";17;Failing;-1;Everything I Wanted;Billie Eilish;16;8;26
"
                May 16, 2020
                ";18;Failing;-1;Someone You Loved;Lewis Capaldi;17;1;52
"
                May 16, 2020
                ";19;New;-;D4L;Future, Drake & Young Thug;-;19;1
"
                May 16, 2020
                ";20;Rising;+3;Roses (Imanbek Remix);SAINt JHN;23;20;7
"
                May 16, 2020
                ";21;Failing;-2;I Hope;Gabby Barrett;19;16;19
"
                May 16, 2020
                ";22;Failing;-2;Blueberry Faygo;Lil Mosey;20;16;13
"
                May 16, 2020
                ";23;Failing;-1;Chasin' You;Morgan Wallen;22;21;15
"
                May 16, 2020
                ";24;Failing;-6;Nobody But You;Blake Shelton Duet With Gwen Stefani;18;18;17
"
                May 16, 2020
                ";25;New;-;Not You Too;Drake Featuring Chris Brown;-;25;1
"
                May 16, 2020
                ";26;Failing;-5;Memories;Maroon 5;21;2;33
"
                May 16, 2020
                ";27;New;-;Desires;Drake Featuring Future;-;27;1
"
                May 16, 2020
                ";28;Failing;-4;Falling;Trevor Daniel;24;22;25
